AppID,Month1,Month2,AvgPlayers1,AvgPlayers2,Notes
2003320,,,,,HTTPError: 500
1533420,June 2022,July 2022,1980.07,928.73,
1956300,,,,,HTTPError: 500
816550,,,,,HTTPError: 500
1732310,,,,,HTTPError: 500
1979300,Last 30 Days,,0.0,,
707030,October 2019,November 2019,154.92,34.42,
1816900,,,,,HTTPError: 500
1433500,,,,,HTTPError: 500
1903880,,,,,HTTPError: 500
1837130,,,,,HTTPError: 500
1947120,,,,,HTTPError: 500
1288920,,,,,HTTPError: 500
1867050,,,,,HTTPError: 500
1853780,,,,,HTTPError: 500
1202130,June 2022,July 2022,3070.44,731.15,
1919570,,,,,HTTPError: 500
2067750,,,,,HTTPError: 500
724330,September 2019,October 2019,0.78,0.61,
1800560,,,,,HTTPError: 500
1547790,,,,,HTTPError: 500
1836680,,,,,HTTPError: 500
1827460,Last 30 Days,,0.0,,
2010400,,,,,HTTPError: 500
1404960,,,,,HTTPError: 500
1826210,,,,,HTTPError: 500
1703210,,,,,HTTPError: 500
1921160,,,,,HTTPError: 500
1543730,,,,,HTTPError: 500
1567050,,,,,HTTPError: 500
1977110,,,,,HTTPError: 500
681640,,,,,HTTPError: 500
1928390,Last 30 Days,,0.0,,
1986230,,,,,HTTPError: 500
1880710,,,,,HTTPError: 500
1802920,,,,,HTTPError: 500
1732070,May 2022,June 2022,17.83,4.72,
1772180,,,,,HTTPError: 500
1984630,,,,,HTTPError: 500
1744270,Last 30 Days,,0.0,,
870590,,,,,HTTPError: 500
1913940,,,,,HTTPError: 500
1000750,,,,,HTTPError: 500
1886480,Last 30 Days,,0.0,,
2058250,,,,,HTTPError: 500
1922000,,,,,HTTPError: 500
1984220,,,,,HTTPError: 500
1462040,June 2022,July 2022,8027.17,3367.48,
1845830,,,,,HTTPError: 500
1997070,,,,,HTTPError: 500
1995100,,,,,HTTPError: 500
1918410,,,,,HTTPError: 500
1184460,,,,,HTTPError: 500
1897990,,,,,HTTPError: 500
1172190,April 2022,May 2022,12.75,3.16,
1646880,,,,,HTTPError: 500
1844990,,,,,HTTPError: 500
1820330,,,,,HTTPError: 500
588930,January 2022,February 2022,2.88,5.08,
2016540,,,,,HTTPError: 500
1705930,,,,,HTTPError: 500
1836890,,,,,HTTPError: 500
1329170,,,,,HTTPError: 500
1816560,Last 30 Days,,0.0,,
1770190,Last 30 Days,,0.0,,
1112110,,,,,HTTPError: 500
1863720,,,,,HTTPError: 500
1788880,,,,,HTTPError: 500
1253650,,,,,HTTPError: 500
1912710,,,,,HTTPError: 500
2022510,,,,,HTTPError: 500
1857160,,,,,HTTPError: 500
1879220,,,,,HTTPError: 500
1876120,,,,,HTTPError: 500
2005150,,,,,HTTPError: 500
1820810,,,,,HTTPError: 500
2018350,,,,,HTTPError: 500
1151530,,,,,HTTPError: 500
1849890,February 2022,March 2022,3.05,0.98,
700360,,,,,HTTPError: 500
1732340,May 2022,June 2022,29.72,11.46,
886200,,,,,HTTPError: 500
1997880,,,,,HTTPError: 500
2062480,,,,,HTTPError: 500
1711480,July 2022,August 2022,3.3,1.2,
1877460,,,,,HTTPError: 500
1573390,,,,,HTTPError: 500
1631830,,,,,HTTPError: 500
1559570,,,,,HTTPError: 500
1867930,,,,,HTTPError: 500
1601080,,,,,HTTPError: 500
1890280,,,,,HTTPError: 500
1734600,,,,,HTTPError: 500
1003150,,,,,HTTPError: 500
1639420,,,,,HTTPError: 500
1853850,Last 30 Days,,0.0,,
1667550,,,,,HTTPError: 500
1712890,,,,,HTTPError: 500
1833850,,,,,HTTPError: 500
1905270,,,,,HTTPError: 500
1846330,,,,,HTTPError: 500
1429820,,,,,HTTPError: 500
1779560,June 2022,July 2022,3.26,2.58,
1432680,,,,,HTTPError: 500
1971360,,,,,HTTPError: 500
1488200,June 2022,July 2022,1698.3,776.57,
1930100,,,,,HTTPError: 500
1779960,,,,,HTTPError: 500
1831720,,,,,HTTPError: 500
1836120,November 2022,January 2024,1.1,1.09,
1862280,,,,,HTTPError: 500
1285960,,,,,HTTPError: 500
2058310,,,,,HTTPError: 500
1994510,Last 30 Days,,0.0,,
1706550,,,,,HTTPError: 500
1881180,Last 30 Days,,0.0,,
1599930,Last 30 Days,,0.0,,
597060,,,,,HTTPError: 500
1783900,,,,,HTTPError: 500
1926470,,,,,HTTPError: 500
1828090,,,,,HTTPError: 500
1361510,June 2022,July 2022,2586.36,569.8,
1969080,July 2022,August 2022,14.75,14.86,
1919700,,,,,HTTPError: 500
1893310,,,,,HTTPError: 500
1901970,,,,,HTTPError: 500
1918550,,,,,HTTPError: 500
1884390,,,,,HTTPError: 500
1991590,,,,,HTTPError: 500
1983280,,,,,HTTPError: 500
1882670,,,,,HTTPError: 500
1743820,,,,,HTTPError: 500
1968240,,,,,HTTPError: 500
1841230,,,,,HTTPError: 500
1933800,,,,,HTTPError: 500
1907290,Last 30 Days,,0.0,,
2050450,,,,,HTTPError: 500
1915800,,,,,HTTPError: 500
1972440,May 2022,June 2022,398.43,172.87,
1967330,,,,,HTTPError: 500
1909280,,,,,HTTPError: 500
1935160,,,,,HTTPError: 500
1879850,March 2022,Last 30 Days,2.78,0.0,
1619450,,,,,HTTPError: 500
1917320,,,,,HTTPError: 500
1743140,Last 30 Days,,0.0,,
1970300,Last 30 Days,,0.51,,
2076030,,,,,HTTPError: 500
1866310,,,,,HTTPError: 500
1894550,,,,,HTTPError: 500
1575640,February 2022,March 2022,11.84,3.13,
1872250,,,,,HTTPError: 500
1976590,,,,,HTTPError: 500
1662090,,,,,HTTPError: 500
2004430,,,,,HTTPError: 500
1830780,January 2022,February 2022,7.3,2.76,
1838140,,,,,HTTPError: 500
2050840,,,,,HTTPError: 500
1903490,,,,,HTTPError: 500
1465640,,,,,HTTPError: 500
1864650,Last 30 Days,,0.08,,
1732060,May 2022,June 2022,65.81,19.41,
1632170,,,,,HTTPError: 500
1455300,February 2021,January 2022,0.77,1.94,
2055970,,,,,HTTPError: 500
1577690,,,,,HTTPError: 500
1888080,,,,,HTTPError: 500
1021100,April 2022,May 2022,817.58,83.69,
1843780,,,,,HTTPError: 500
1789670,,,,,HTTPError: 500
1923780,,,,,HTTPError: 500
1713750,,,,,HTTPError: 500
1880690,,,,,HTTPError: 500
1451940,January 2022,February 2022,1836.18,1027.35,
1914100,,,,,HTTPError: 500
1838970,,,,,HTTPError: 500
1960920,June 2022,July 2022,94.49,18.83,
1878850,,,,,HTTPError: 500
2063230,,,,,HTTPError: 500
1860760,,,,,HTTPError: 500
1988990,,,,,HTTPError: 500
1964580,,,,,HTTPError: 500
1167680,April 2021,May 2021,26.03,5.21,
1948630,Last 30 Days,,0.0,,
1756770,,,,,HTTPError: 500
1928460,,,,,HTTPError: 500
1950700,,,,,HTTPError: 500
1879330,July 2022,August 2022,1192.28,519.8,
1366070,,,,,HTTPError: 500
1896820,,,,,HTTPError: 500
1739910,,,,,HTTPError: 500
1718000,,,,,HTTPError: 500
1679700,,,,,HTTPError: 500
1534630,,,,,HTTPError: 500
1943530,,,,,HTTPError: 500
1465440,,,,,HTTPError: 500
1828700,,,,,HTTPError: 500
1283980,,,,,HTTPError: 500
1921500,,,,,HTTPError: 500
1277480,,,,,HTTPError: 500
1532440,,,,,HTTPError: 500
1967450,July 2022,August 2022,14.72,9.77,
1815820,,,,,HTTPError: 500
2002720,Last 30 Days,,0.0,,
1897870,,,,,HTTPError: 500
1989180,,,,,HTTPError: 500
2017370,,,,,HTTPError: 500
1920040,,,,,HTTPError: 500
1712510,Last 30 Days,,0.0,,
1991420,,,,,HTTPError: 500
1523790,,,,,HTTPError: 500
1924480,April 2022,May 2022,548.16,139.14,
1981480,,,,,HTTPError: 500
1395920,,,,,HTTPError: 500
2020930,,,,,HTTPError: 500
1795440,,,,,HTTPError: 500
1580440,,,,,HTTPError: 500
1809250,,,,,HTTPError: 500
1877790,,,,,HTTPError: 500
1563950,February 2022,Last 30 Days,8.29,0.0,
1967400,,,,,HTTPError: 500
1990850,,,,,HTTPError: 500
1849350,,,,,HTTPError: 500
1949840,,,,,HTTPError: 500
1708250,Last 30 Days,,0.0,,
1550760,,,,,HTTPError: 500
1922320,,,,,HTTPError: 500
1636690,,,,,HTTPError: 500
1342120,,,,,HTTPError: 500
2006430,,,,,HTTPError: 500
1932350,,,,,HTTPError: 500
1665280,,,,,HTTPError: 500
1745310,March 2022,April 2022,201.71,42.57,
1470420,,,,,HTTPError: 500
1910180,,,,,HTTPError: 500
1659410,,,,,HTTPError: 500
1922340,,,,,HTTPError: 500
2027170,,,,,HTTPError: 500
1826160,,,,,HTTPError: 500
2077800,,,,,HTTPError: 500
1957990,May 2022,June 2022,24.7,14.45,
1721870,March 2022,April 2022,69.28,25.13,
1859640,Last 30 Days,,0.0,,
1174030,,,,,HTTPError: 500
2003970,,,,,HTTPError: 500
1938210,,,,,HTTPError: 500
1746760,,,,,HTTPError: 500
1389020,May 2022,Last 30 Days,2.43,0.06,
2017160,Last 30 Days,,0.0,,
1905310,,,,,HTTPError: 500
1355770,,,,,HTTPError: 500
1619970,,,,,HTTPError: 500
1320440,,,,,HTTPError: 500
1927820,,,,,HTTPError: 500
1693760,,,,,HTTPError: 500
1966260,,,,,HTTPError: 500
1866470,,,,,HTTPError: 500
1851730,,,,,HTTPError: 500
1704310,,,,,HTTPError: 500
1897410,,,,,HTTPError: 500
1899210,,,,,HTTPError: 500
1606210,Last 30 Days,,0.0,,
1968530,,,,,HTTPError: 500
1924270,,,,,HTTPError: 500
1844170,,,,,HTTPError: 500
1844270,,,,,HTTPError: 500
1883220,,,,,HTTPError: 500
2017010,,,,,HTTPError: 500
1833730,,,,,HTTPError: 500
1998580,,,,,HTTPError: 500
1961260,Last 30 Days,,0.0,,
1868510,,,,,HTTPError: 500
1794930,,,,,HTTPError: 500
1651930,,,,,HTTPError: 500
1812090,July 2022,August 2022,77.35,29.64,
1734350,,,,,HTTPError: 500
1929380,,,,,HTTPError: 500
1806860,,,,,HTTPError: 500
1226510,May 2022,June 2022,284.21,50.37,
1737100,November 2021,December 2021,994.39,850.6,
1867290,,,,,HTTPError: 500
1849560,,,,,HTTPError: 500
1936490,,,,,HTTPError: 500
1682530,,,,,HTTPError: 500
1916270,April 2022,May 2022,28.5,24.21,
1845710,Last 30 Days,,0.0,,
1904860,July 2022,August 2022,326.92,75.38,
1825350,,,,,HTTPError: 500
1950720,,,,,HTTPError: 500
1609010,,,,,HTTPError: 500
1865500,,,,,HTTPError: 500
2011080,Last 30 Days,,0.0,,
1725620,,,,,HTTPError: 500
1727440,,,,,HTTPError: 500
1852830,,,,,HTTPError: 500
1875850,,,,,HTTPError: 500
1596940,March 2022,August 2022,1.08,0.82,
634410,,,,,HTTPError: 500
1756750,,,,,HTTPError: 500
1704640,,,,,HTTPError: 500
1779460,,,,,HTTPError: 500
2015080,,,,,HTTPError: 500
1803460,,,,,HTTPError: 500
1503180,,,,,HTTPError: 500
1486790,,,,,HTTPError: 500
1680990,,,,,HTTPError: 500
1874010,,,,,HTTPError: 500
1856680,February 2022,March 2022,73.81,45.16,
1934340,,,,,HTTPError: 500
1934470,Last 30 Days,,0.0,,
1667440,,,,,HTTPError: 500
1685590,,,,,HTTPError: 500
1978750,,,,,HTTPError: 500
1846920,April 2022,May 2022,394.69,167.4,
1915050,Last 30 Days,,0.0,,
685670,,,,,HTTPError: 500
1924440,,,,,HTTPError: 500
1836860,May 2022,June 2022,157.16,24.97,
1651030,,,,,HTTPError: 500
1873410,Last 30 Days,,0.0,,
1770230,May 2022,June 2022,9.18,4.32,
1637730,April 2022,May 2022,357.3,216.78,
1995470,,,,,HTTPError: 500
1482400,Last 30 Days,,0.0,,
1864070,,,,,HTTPError: 500
1631210,,,,,HTTPError: 500
1861340,,,,,HTTPError: 500
1640160,,,,,HTTPError: 500
1918470,May 2022,January 2023,0.9,1.04,
2062610,,,,,HTTPError: 500
1872050,Last 30 Days,,0.0,,
1262760,,,,,HTTPError: 500
1725880,,,,,HTTPError: 500
1497450,,,,,HTTPError: 500
1432050,January 2022,February 2022,1952.05,557.72,
1844150,,,,,HTTPError: 500
1855500,,,,,HTTPError: 500
1933570,,,,,HTTPError: 500
1874220,,,,,HTTPError: 500
1296770,June 2020,July 2020,3.76,6.09,
1930380,,,,,HTTPError: 500
1845030,,,,,HTTPError: 500
1878570,,,,,HTTPError: 500
1870280,,,,,HTTPError: 500
1986240,,,,,HTTPError: 500
1206090,,,,,HTTPError: 500
680240,,,,,HTTPError: 500
1911560,,,,,HTTPError: 500
1737640,,,,,HTTPError: 500
1891040,,,,,HTTPError: 500
1892030,April 2022,May 2022,9.75,6.24,
1951040,,,,,HTTPError: 500
1600690,,,,,HTTPError: 500
1967840,,,,,HTTPError: 500
1908740,,,,,HTTPError: 500
1251040,July 2022,Last 30 Days,2.48,0.0,
1926710,,,,,HTTPError: 500
1866110,,,,,HTTPError: 500
1961770,,,,,HTTPError: 500
1942050,,,,,HTTPError: 500
1886600,,,,,HTTPError: 500
1760240,,,,,HTTPError: 500
1621760,May 2022,June 2022,93.89,32.13,
1731240,,,,,HTTPError: 500
1636250,Last 30 Days,,0.0,,
2064250,,,,,HTTPError: 500
1167100,May 2022,June 2022,47.99,6.76,
1218210,April 2022,May 2022,1349.69,379.8,
1128960,Last 30 Days,,0.0,,
1563070,,,,,HTTPError: 500
1913360,,,,,HTTPError: 500
2012530,,,,,HTTPError: 500
1978920,,,,,HTTPError: 500
1736850,,,,,HTTPError: 500
1828040,,,,,HTTPError: 500
1859630,,,,,HTTPError: 500
1865210,,,,,HTTPError: 500
1794210,,,,,HTTPError: 500
1153830,,,,,HTTPError: 500
1164690,,,,,HTTPError: 500
1827060,,,,,HTTPError: 500
2010310,,,,,HTTPError: 500
1924550,,,,,HTTPError: 500
1881840,,,,,HTTPError: 500
1972250,,,,,HTTPError: 500
1998510,June 2022,July 2023,1.77,2.02,
1943490,,,,,HTTPError: 500
1782030,,,,,HTTPError: 500
1847600,,,,,HTTPError: 500
1957750,,,,,HTTPError: 500
2076490,,,,,HTTPError: 500
1840810,,,,,HTTPError: 500
1909420,,,,,HTTPError: 500
1665130,June 2022,July 2022,14.46,6.02,
1966620,,,,,HTTPError: 500
1906750,,,,,HTTPError: 500
1947350,,,,,HTTPError: 500
1836940,,,,,HTTPError: 500
1950000,,,,,HTTPError: 500
1902120,,,,,HTTPError: 500
1916970,April 2022,May 2022,13.7,11.26,
1770820,,,,,HTTPError: 500
2020270,,,,,HTTPError: 500
1929810,Last 30 Days,,0.0,,
1515260,,,,,HTTPError: 500
1941110,,,,,HTTPError: 500
1973850,,,,,HTTPError: 500
1614030,,,,,HTTPError: 500
1320490,,,,,HTTPError: 500
1893980,,,,,HTTPError: 500
1923670,,,,,HTTPError: 500
1943520,,,,,HTTPError: 500
1922530,,,,,HTTPError: 500
1891680,,,,,HTTPError: 500
1916580,,,,,HTTPError: 500
1935790,,,,,HTTPError: 500
1819160,June 2022,July 2022,22.13,3.86,
1969620,Last 30 Days,,0.0,,
1985630,,,,,HTTPError: 500
1594610,,,,,HTTPError: 500
2007030,,,,,HTTPError: 500
1990670,August 2022,Last 30 Days,1.11,0.11,
1993670,,,,,HTTPError: 500
1850620,,,,,HTTPError: 500
1909430,,,,,HTTPError: 500
1787210,,,,,HTTPError: 500
1921180,,,,,HTTPError: 500
1607130,August 2021,September 2021,308.3,176.61,
1916290,,,,,HTTPError: 500
1989190,Last 30 Days,,0.0,,
2001570,June 2022,July 2022,23.15,7.47,
1863080,,,,,HTTPError: 500
1836740,,,,,HTTPError: 500
1950240,,,,,HTTPError: 500
1849800,,,,,HTTPError: 500
1929360,,,,,HTTPError: 500
1853720,,,,,HTTPError: 500
1950710,,,,,HTTPError: 500
1911250,May 2022,July 2022,1.41,1.1,
1867810,July 2022,August 2022,20.65,7.05,
1768810,,,,,HTTPError: 500
1909080,,,,,HTTPError: 500
1935630,Last 30 Days,,0.0,,
2013060,,,,,HTTPError: 500
1744450,Last 30 Days,,0.0,,
1257660,,,,,HTTPError: 500
1799890,,,,,HTTPError: 500
1798690,,,,,HTTPError: 500
1935410,,,,,HTTPError: 500
1287140,January 2022,March 2022,8.02,1.11,
1932220,,,,,HTTPError: 500
1987040,Last 30 Days,,0.0,,
1931680,,,,,HTTPError: 500
1868840,,,,,HTTPError: 500
1452280,,,,,HTTPError: 500
1953410,,,,,HTTPError: 500
1878770,,,,,HTTPError: 500
2054050,Last 30 Days,,0.0,,
2003560,,,,,HTTPError: 500
1864090,,,,,HTTPError: 500
1998420,,,,,HTTPError: 500
1998300,,,,,HTTPError: 500
826470,,,,,HTTPError: 500
1921140,Last 30 Days,,0.0,,
1129540,February 2022,March 2022,316.7,136.3,
2007410,,,,,HTTPError: 500
1989460,,,,,HTTPError: 500
662170,,,,,HTTPError: 500
2054730,,,,,HTTPError: 500
1564450,,,,,HTTPError: 500
1950610,,,,,HTTPError: 500
1834960,,,,,HTTPError: 500
1903360,,,,,HTTPError: 500
1831980,January 2022,February 2022,83.59,42.69,
1887490,Last 30 Days,,0.0,,
1922180,,,,,HTTPError: 500
1844060,,,,,HTTPError: 500
1818750,July 2022,August 2022,66920.13,41553.39,
1891460,,,,,HTTPError: 500
793830,,,,,HTTPError: 500
1853150,,,,,HTTPError: 500
1988820,,,,,HTTPError: 500
1923170,,,,,HTTPError: 500
1892500,,,,,HTTPError: 500
1887270,,,,,HTTPError: 500
1867260,,,,,HTTPError: 500
1904400,,,,,HTTPError: 500
2050820,Last 30 Days,,0.0,,
1915410,,,,,HTTPError: 500
1370050,May 2022,June 2022,104.18,10.38,
1843760,February 2022,March 2022,2228.86,1758.38,
1835290,Last 30 Days,,0.0,,
1882230,,,,,HTTPError: 500
1560100,,,,,HTTPError: 500
1836520,,,,,HTTPError: 500
1399240,,,,,HTTPError: 500
1902210,,,,,HTTPError: 500
1756180,,,,,HTTPError: 500
1971790,,,,,HTTPError: 500
2062920,,,,,HTTPError: 500
1950920,,,,,HTTPError: 500
1983560,,,,,HTTPError: 500
1504340,,,,,HTTPError: 500
2009950,,,,,HTTPError: 500
1260920,,,,,HTTPError: 500
1770830,,,,,HTTPError: 500
597180,May 2022,June 2022,2119.37,976.08,
1922120,,,,,HTTPError: 500
1903540,,,,,HTTPError: 500
1443170,,,,,HTTPError: 500
1584860,,,,,HTTPError: 500
1783740,,,,,HTTPError: 500
1906910,,,,,HTTPError: 500
1195070,May 2022,Last 30 Days,4.38,1.0,
1932230,,,,,HTTPError: 500
1332010,July 2022,August 2022,21980.49,4243.75,
1342060,,,,,HTTPError: 500
1905510,June 2022,July 2022,1.4,1.53,
1871880,,,,,HTTPError: 500
1936450,Last 30 Days,,0.0,,
982290,March 2022,April 2022,322.09,93.88,
2006360,,,,,HTTPError: 500
1522870,January 2022,February 2022,582.31,120.33,
1911230,,,,,HTTPError: 500
1419070,,,,,HTTPError: 500
1853970,,,,,HTTPError: 500
1895330,,,,,HTTPError: 500
1837700,,,,,HTTPError: 500
1257880,,,,,HTTPError: 500
1987440,,,,,HTTPError: 500
1872790,January 2022,February 2022,22.54,6.7,
2068750,,,,,HTTPError: 500
1714590,,,,,HTTPError: 500
1846800,,,,,HTTPError: 500
1742470,April 2022,May 2022,22.36,9.24,
1953240,Last 30 Days,,0.0,,
1852000,,,,,HTTPError: 500
1883450,,,,,HTTPError: 500
1770400,March 2022,April 2022,129.75,23.37,
1902350,,,,,HTTPError: 500
1944780,June 2022,July 2022,5.53,4.85,
1901410,,,,,HTTPError: 500
1357400,Last 30 Days,,0.0,,
1947260,,,,,HTTPError: 500
1315660,,,,,HTTPError: 500
1786780,,,,,HTTPError: 500
1407300,,,,,HTTPError: 500
1429350,,,,,HTTPError: 500
1895370,,,,,HTTPError: 500
1916850,,,,,HTTPError: 500
1361690,Last 30 Days,,0.0,,
1742240,Last 30 Days,,0.0,,
1849310,,,,,HTTPError: 500
1870210,,,,,HTTPError: 500
1233530,,,,,HTTPError: 500
1681810,Last 30 Days,,0.0,,
1963630,,,,,HTTPError: 500
1848310,,,,,HTTPError: 500
1855220,,,,,HTTPError: 500
1944520,,,,,HTTPError: 500
1702740,,,,,HTTPError: 500
1279310,,,,,HTTPError: 500
2024840,,,,,HTTPError: 500
1841040,,,,,HTTPError: 500
1033080,February 2022,March 2022,5.44,1.61,
1557400,,,,,HTTPError: 500
1913810,,,,,HTTPError: 500
2003030,,,,,HTTPError: 500
1863570,,,,,HTTPError: 500
1869630,,,,,HTTPError: 500
1981540,,,,,HTTPError: 500
2014750,,,,,HTTPError: 500
1697040,May 2023,Last 30 Days,0.92,0.0,
2063290,,,,,HTTPError: 500
1974510,,,,,HTTPError: 500
